ontology,label,definition,internal_id,accuracy,internal_consistency,score,confidence,notes,is_a,relationships,evaluator,
go,perturbation by symbiont of host actin cytoskeleton via filamentous actin depolymerization,"The action of the symbiont causing the depolymerization (or breaking down) of the filamentous actin, subsequently disrupting the integrity and functioning of the actin cytoskeleton within the host cell.",1200,4.0,4.0,4.0,3,,PerturbationBySymbiontOfHostActinCytoskeleton,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,perturbation by symbiont of host actin cytoskeleton via filamentous actin depolymerization,The process in which an organism effects a change that impairs the structure or function of the host actin cytoskeleton by depolymerizing the host filamentous actin. The host is defined as the larger of the organisms involved in a symbiotic interaction.,1201,3.0,3.0,3.0,3,,PerturbationBySymbiontOfHostActinCytoskeleton,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,perturbation by symbiont of host actin cytoskeleton via filamentous actin depolymerization,"The breakdown, by the symbiont, of actin filaments within a host cell's cytoskeleton. The host is defined as the larger of the organisms involved in a symbiotic interaction.",1202,3.0,3.0,3.0,4,,PerturbationBySymbiontOfHostActinCytoskeleton,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,perturbation by symbiont of host actin cytoskeleton via filamentous actin depolymerization,The process in which an organism effects a change in the host actin cytoskeleton by depolymerizing filamentous actin. The host is defined as the larger of the organisms involved in a symbiotic interaction.,1203,3.0,3.0,3.0,4,,PerturbationBySymbiontOfHostActinCytoskeleton,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,perturbation by symbiont of host actin cytoskeleton via filamentous actin depolymerization,The process in which an organism effects a change in the host cells actin cytoskeleton by depolymerizing filamentous actin. The host is defined as the larger of the organisms involved in a symbiotic interaction.,1204,3.0,3.0,3.0,4,,PerturbationBySymbiontOfHostActinCytoskeleton,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,perturbation by symbiont of host actin cytoskeleton via filamentous actin depolymerization,The specific biological process or event where a symbiotic organism manipulates or impacts the host's actin cytoskeleton through the depolymerization of filamentous actin. This perturbation can have significant effects on the structure and function of the host cell or organism.,1205,3.0,3.0,3.0,4,,PerturbationBySymbiontOfHostActinCytoskeleton,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,very-long-chain 3-oxoacyl-CoA reductase activity,Catalysis of the reaction: (R)-3-hydroxyacyl-CoA + NADP+ = (R)-3-oxoacyl-CoA + NADPH + H+.,1206,3.0,2.0,2.0,2,,OxidoreductaseActivity_actingOnTheCHOHGroupOfDonors_NADOrNADPAsAcceptor,"{'predicate': 'HasParticipant', 'target': 'Hydron'} | {'predicate': 'HasParticipant', 'target': 'NADPH4_'} | {'predicate': 'HasParticipant', 'target': 'NADP3_'} | {'predicate': 'HasParticipant', 'target': 'VeryLongChain_R_3HydroxyacylCoA4_'} | {'predicate': 'HasParticipant', 'target': 'VeryLongChain3OxoacylCoA4_'}",4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,very-long-chain 3-oxoacyl-CoA reductase activity,Catalysis of the reaction: a very-long-chain (3R)-3-hydroxyacyl-CoA + NADP+ = a very-long-chain 3-oxoacyl-CoA + H+ + NADPH.,1207,3.0,2.0,2.0,2,,OxidoreductaseActivity_actingOnTheCHOHGroupOfDonors_NADOrNADPAsAcceptor,"{'predicate': 'HasParticipant', 'target': 'Hydron'} | {'predicate': 'HasParticipant', 'target': 'NADPH4_'} | {'predicate': 'HasParticipant', 'target': 'NADP3_'} | {'predicate': 'HasParticipant', 'target': 'VeryLongChain_R_3HydroxyacylCoA4_'} | {'predicate': 'HasParticipant', 'target': 'VeryLongChain3OxoacylCoA4_'}",4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,very-long-chain 3-oxoacyl-CoA reductase activity,Catalysis of the reaction: very long-chain 3-oxoacyl-CoA + NADP+ = very long-chain 3-hydroxyacyl-CoA + H+ + NADPH.,1208,3.0,2.0,2.0,2,,OxidoreductaseActivity_actingOnTheCHOHGroupOfDonors_NADOrNADPAsAcceptor,"{'predicate': 'HasParticipant', 'target': 'Hydron'} | {'predicate': 'HasParticipant', 'target': 'NADPH4_'} | {'predicate': 'HasParticipant', 'target': 'NADP3_'} | {'predicate': 'HasParticipant', 'target': 'VeryLongChain_R_3HydroxyacylCoA4_'} | {'predicate': 'HasParticipant', 'target': 'VeryLongChain3OxoacylCoA4_'}",4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,very-long-chain 3-oxoacyl-CoA reductase activity,Catalysis of the reaction: very-long-chain 3-oxoacyl-CoA + NADP+ = very-long-chain (R)-3-hydroxyacyl-CoA + NADPH.,1209,3.0,2.0,2.0,2,,OxidoreductaseActivity_actingOnTheCHOHGroupOfDonors_NADOrNADPAsAcceptor,"{'predicate': 'HasParticipant', 'target': 'Hydron'} | {'predicate': 'HasParticipant', 'target': 'NADPH4_'} | {'predicate': 'HasParticipant', 'target': 'NADP3_'} | {'predicate': 'HasParticipant', 'target': 'VeryLongChain_R_3HydroxyacylCoA4_'} | {'predicate': 'HasParticipant', 'target': 'VeryLongChain3OxoacylCoA4_'}",4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,very-long-chain 3-oxoacyl-CoA reductase activity,Catalysis of the reaction: very-long-chain 3-oxoacyl-CoA + NADPH + H+ = very-long-chain (R)-3-hydroxyacyl-CoA + NADP.,1210,3.0,2.0,2.0,2,,OxidoreductaseActivity_actingOnTheCHOHGroupOfDonors_NADOrNADPAsAcceptor,"{'predicate': 'HasParticipant', 'target': 'Hydron'} | {'predicate': 'HasParticipant', 'target': 'NADPH4_'} | {'predicate': 'HasParticipant', 'target': 'NADP3_'} | {'predicate': 'HasParticipant', 'target': 'VeryLongChain_R_3HydroxyacylCoA4_'} | {'predicate': 'HasParticipant', 'target': 'VeryLongChain3OxoacylCoA4_'}",4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,disruption of extracellular matrix of another organism,"Alterations or disturbance in the framework of proteins and carbohydrates outside of the cells, also known as the extracellular matrix (ECM), in another separate organism, implying inter-species interactions due to various factors such as diseases, infections, external perturbations, or engineered experimental manipulations.",1211,4.0,3.0,3.0,5,,DisruptionOfCellularAnatomicalStructureInAnotherOrganism,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,disruption of extracellular matrix of another organism,The chemical reactions and pathways performed by an organism resulting in the breakdown of the extracellular matrix of another organism.,1212,3.0,3.0,3.0,2,,DisruptionOfCellularAnatomicalStructureInAnotherOrganism,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,disruption of extracellular matrix of another organism,"The alteration or interference with the structure and function of the extracellular matrix (ECM) in a different organism, leading to damage or temporary subversion of that structure. This disruption can have significant consequences on the overall health and functioning of the affected organism.",1213,3.0,3.0,3.0,3,,DisruptionOfCellularAnatomicalStructureInAnotherOrganism,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,disruption of extracellular matrix of another organism,"The disruption of the extracellular matrix of another organism, leading to damage or temporary subversion of that structure. In some cases, this can cause malfunctioning of the cells and death of the target organism.",1214,3.0,3.0,3.0,3,,DisruptionOfCellularAnatomicalStructureInAnotherOrganism,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,disruption of extracellular matrix of another organism,The process by which a symbiont effects a change in the structure or function of an intercellular junction of the host. Intercellular junction include tight junctions and adherens junctions.,1215,1.0,3.0,1.0,5,,DisruptionOfCellularAnatomicalStructureInAnotherOrganism,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,disruption of extracellular matrix of another organism,"The process in which a symbiont causes damage to the extracellular matrix within the host organism, often leading to a weakening of structural integrity or altered function.",1216,2.0,3.0,2.0,5,,DisruptionOfCellularAnatomicalStructureInAnotherOrganism,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,Atg8-family conjugating enzyme activity,"Isoenergetic transfer of an Atg8 family modifer from one protein to a phosphatidylethanolamine or  phosphatidylserine on a membrane, via the reaction X-Atg8 + Y = Y-Atg8 + X.",1217,3.0,3.0,3.0,3,,UbiquitinLikeProteinConjugatingEnzymeActivity,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,membrane tag activity,A subclass of molecular tag activity specifically related to cell membranes.,1218,1.0,4.0,1.0,4,,MolecularTagActivity,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,membrane tag activity,"A molecular function exhibited by a protein that is covalently attached (AKA tagged or conjugated) to a lipid, where it acts as a marker for a membrane, recognized by the cellular apparatus to target the tagged protein for some cellular process such as autophagy.",1219,4.0,4.0,4.0,2,,MolecularTagActivity,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,membrane tag activity,"An activity that involves the attachment or incorporation of a molecule to the surface of a cell, often through specific receptors.",1220,3.0,4.0,3.0,2,,MolecularTagActivity,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,membrane tag activity,"Specialized activity in which biological molecules are tagged within or on the cell membrane for detection, tracking or managing pathways and processes.",1221,5.0,5.0,5.0,2,,MolecularTagActivity,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,membrane tag activity,The activity of attaching a tag or label to a molecule or structure that is associated with a membrane.,1222,5.0,5.0,5.0,2,,MolecularTagActivity,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,membrane tag activity,The binding activity of a molecule that effects the membrane localization of the tagged target molecule.,1223,3.0,4.0,3.0,2,,MolecularTagActivity,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,protein-glutathione oxidoreductase (glutathione) activity,"Catalysis of the reaction where the protein-glutathione oxidoreductase enzyme acts on sulfur group donors with a disulfide molecule as the acceptor, reducing or oxidizing glutathione to maintain cellular health. It also speeds up biochemical reactions involving proteins.",1224,4.0,5.0,4.0,2,,DisulfideOxidoreductaseActivity | OxidoreductaseActivity_actingOnASulfurGroupOfDonors_disulfideAsAcceptor | CatalyticActivity_actingOnAProtein,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,protein-glutathione oxidoreductase (glutathione) activity,Catalysis of the reaction: glutathionylated protein (PSSG) + glutathione (GSH) = protein-thiol (PSH) + glutathione disulfide (GSSG). The reaction may proceed via a 'monothiol' or 'dithiol' mechanism.,1225,3.0,4.0,3.0,2,,DisulfideOxidoreductaseActivity | OxidoreductaseActivity_actingOnASulfurGroupOfDonors_disulfideAsAcceptor | CatalyticActivity_actingOnAProtein,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,protein-glutathione oxidoreductase (glutathione) activity,Catalysis of the reaction: 2 glutathione + protein-disulfide = glutathione disulfide+ protein-dithiol.,1226,4.0,3.0,3.0,2,,DisulfideOxidoreductaseActivity | OxidoreductaseActivity_actingOnASulfurGroupOfDonors_disulfideAsAcceptor | CatalyticActivity_actingOnAProtein,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,protein-glutathione oxidoreductase (glutathione) activity,Catalysis of the reaction: glutathione + protein disulfide = oxidized glutathione + reduced protein.,1227,5.0,3.0,4.0,3,,DisulfideOxidoreductaseActivity | OxidoreductaseActivity_actingOnASulfurGroupOfDonors_disulfideAsAcceptor | CatalyticActivity_actingOnAProtein,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,protein-glutathione oxidoreductase (glutathione) activity,Catalysis of the reaction: protein-glutathione + protein = protein disulfide + glutathione.,1228,2.0,3.0,2.0,2,,DisulfideOxidoreductaseActivity | OxidoreductaseActivity_actingOnASulfurGroupOfDonors_disulfideAsAcceptor | CatalyticActivity_actingOnAProtein,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,protein-glutathione oxidoreductase (glutathione) activity,"The enzymatic process that involves the transfer of electrons between a protein and glutathione, leading to the reduction of disulfide bonds in the protein.",1229,5.0,4.0,4.0,3,,DisulfideOxidoreductaseActivity | OxidoreductaseActivity_actingOnASulfurGroupOfDonors_disulfideAsAcceptor | CatalyticActivity_actingOnAProtein,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,histone H2B ubiquitin ligase activity,Catalysis of the transfer of ubiquitin to a histone H2B substrate.,1230,5.0,5.0,5.0,3,,HistoneUbiquitinLigaseActivity,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,histone H2B ubiquitin ligase activity,Catalysis of the transfer of ubiquitin to a histone substrate.,1233,4.0,4.0,4.0,3,,HistoneUbiquitinLigaseActivity,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,histone H4 ubiquitin ligase activity,Catalysis of the reaction: histone H4 + ubiquitin + ATP = histone H4-ubiquitin + ADP. This reaction is the addition of a ubiquitin molecule to the lysine residue at position 16 of histone H4.,1235,4.0,3.0,3.0,2,,HistoneUbiquitinLigaseActivity,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,histone H4 ubiquitin ligase activity,Catalysis of the transfer of ubiquitin to a histone H4 substrate.,1236,5.0,4.0,5.0,4,,HistoneUbiquitinLigaseActivity,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,histone H4 ubiquitin ligase activity,The ability to catalyze the transfer of ubiquitin to histone H4 proteins.,1240,5.0,5.0,5.0,4,,HistoneUbiquitinLigaseActivity,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,disruption of anatomical structure in another organism,"A biological process that involves altering the structure of an organism at an anatomical level due to disease, injury, or various types of interference caused by a different organism.",1241,5.0,4.0,5.0,3,,BiologicalProcessInvolvedInInterspeciesInteractionBetweenOrganisms,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,disruption of anatomical structure in another organism,"The disruption of an anatomical structure of another organism, leading to damage or temporary subversion of that structure.",1242,5.0,5.0,5.0,4,,BiologicalProcessInvolvedInInterspeciesInteractionBetweenOrganisms,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,disruption of anatomical structure in another organism,The process in which an organism affects a change in an anatomical part or cellular component of another organism in an interspecies interaction.,1243,4.0,5.0,4.0,4,,BiologicalProcessInvolvedInInterspeciesInteractionBetweenOrganisms,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
go,disruption of anatomical structure in another organism,The process in which an organism effects a change in an anatomical part or cellular component of an organism of different species.,1244,4.0,5.0,4.0,4,,BiologicalProcessInvolvedInInterspeciesInteractionBetweenOrganisms,,4effca6dc63f05c6cf442e57886dc321f21a1f4cf3173d99cb8ba372a5068156,
