ontology	label	definition	internal_id	accuracy	internal_consistency	score	confidence	notes	is_a	relationships
go	glucose sensor activity	The specialized capability of detecting and measuring the presence or concentration of glucose within a biological system or environment.	1299						GlucoseBinding | SmallMoleculeSensorActivity	
go	egg deposition	The process by which an organism places an egg into a particular environment or onto a particular substrate.	1300						MulticellularOrganismalReproductiveProcess	
go	egg deposition	The multicellular organismal reproductive process that results in the movement of an egg from within an organism into the external environment.	1301						MulticellularOrganismalReproductiveProcess	
go	egg deposition	The process in which female organisms produce and deposit eggs, which are the reproductive cells responsible for producing offspring. It is an essential step in the life cycle of many organisms, including various animals and some plants.	1302						MulticellularOrganismalReproductiveProcess	
go	egg deposition	The process of laying or depositing eggs by a multicellular organism.	1303						MulticellularOrganismalReproductiveProcess	
go	egg deposition	The process, occurring above the cellular level, that is pertinent to the reproductive function of a multicellular organism. This includes the integrated processes at the level of tissues and organs.	1304						MulticellularOrganismalReproductiveProcess	
go	egg deposition	The release or laying of eggs by an organism, such as a bird, reptile, amphibian, insect, some fish, and certain mammals. This process usually involves the transfer of eggs from the female organism where they are produced to an external environment or to another organism. It is a subclass of multicellular organismal reproductive process and plays a critical role in the propagation and survival of these species.	1305						MulticellularOrganismalReproductiveProcess	
go	macropinosome membrane	A membrane that forms the bounding layer of a macropinosome.	1306						EndosomeMembrane	{'predicate': 'PartOf', 'target': 'Macropinosome'} | {'predicate': 'BoundingLayerOf', 'target': 'Macropinosome'}
go	macropinosome membrane	The lipid bilayer surrounding a macropinosome.	1307						EndosomeMembrane	{'predicate': 'PartOf', 'target': 'Macropinosome'} | {'predicate': 'BoundingLayerOf', 'target': 'Macropinosome'}
go	macropinosome membrane	Any membrane that is part of a macropinosome.	1308						EndosomeMembrane	{'predicate': 'PartOf', 'target': 'Macropinosome'} | {'predicate': 'BoundingLayerOf', 'target': 'Macropinosome'}
go	macropinosome membrane	The part of the macropinosome that forms its membrane.	1311						EndosomeMembrane	{'predicate': 'PartOf', 'target': 'Macropinosome'} | {'predicate': 'BoundingLayerOf', 'target': 'Macropinosome'}
go	Casparian strip assembly	The aggregation, arrangement and bonding together of a Casparian strip.	1312						CellularComponentAssembly	{'predicate': 'PartOf', 'target': 'PlantTypeCellWallAssembly'} | {'predicate': 'ResultsInAssemblyOf', 'target': 'CasparianStrip'}
go	Casparian strip assembly	The aggregation, arrangement and bonding together of a set of components to form a Casparian strip, a region of plant cell wall specialised to act as a seal to prevent back leakage of secreted material.	1313						CellularComponentAssembly	{'predicate': 'PartOf', 'target': 'PlantTypeCellWallAssembly'} | {'predicate': 'ResultsInAssemblyOf', 'target': 'CasparianStrip'}
go	Casparian strip assembly	The aggregation, arrangement, and bonding together of a Casparian strip.	1314						CellularComponentAssembly	{'predicate': 'PartOf', 'target': 'PlantTypeCellWallAssembly'} | {'predicate': 'ResultsInAssemblyOf', 'target': 'CasparianStrip'}
go	Casparian strip assembly	The assembly of the Casparian strip, a specialized cell wall structure found in many vascular plants.	1315						CellularComponentAssembly	{'predicate': 'PartOf', 'target': 'PlantTypeCellWallAssembly'} | {'predicate': 'ResultsInAssemblyOf', 'target': 'CasparianStrip'}
go	Casparian strip assembly	The formation and arrangement of a Casparian strip, a structure found within plant type cell walls, which serves as a protective barrier in plant roots and helps control the movement of ions and nutrients.	1316						CellularComponentAssembly	{'predicate': 'PartOf', 'target': 'PlantTypeCellWallAssembly'} | {'predicate': 'ResultsInAssemblyOf', 'target': 'CasparianStrip'}
go	Casparian strip assembly	The process where various components come together to form the Casparian strip, a key component in plant root's cell wall that controls the movement of substances in and out of the root.	1317						CellularComponentAssembly	{'predicate': 'PartOf', 'target': 'PlantTypeCellWallAssembly'} | {'predicate': 'ResultsInAssemblyOf', 'target': 'CasparianStrip'}
go	non-canonical inflammasome complex	A cytosolic protein complex that is capable of activating caspase-1.	1318						ProteinContainingComplex	{'predicate': 'PartOf', 'target': 'Cytosol'} | {'predicate': 'CapableOfPartOf', 'target': 'PositiveRegulationOfInflammatoryResponse'}
go	non-canonical inflammasome complex	An inflammasome complex containing CASP4, known as caspase-11 (Casp11) in mouse, which assembles upon cytosolic lipopolysaccharide-binding and directly activates Gasdermin-D (GSDMD).	1319						ProteinContainingComplex	{'predicate': 'PartOf', 'target': 'Cytosol'} | {'predicate': 'CapableOfPartOf', 'target': 'PositiveRegulationOfInflammatoryResponse'}
go	non-canonical inflammasome complex	A cytosolic protein complex that is capable of activating the inflammatory response.	1321						ProteinContainingComplex	{'predicate': 'PartOf', 'target': 'Cytosol'} | {'predicate': 'CapableOfPartOf', 'target': 'PositiveRegulationOfInflammatoryResponse'}
go	non-canonical inflammasome complex	A cytosolic protein complex that is capable of regulating the inflammatory response in a non-conventional manner.	1322						ProteinContainingComplex	{'predicate': 'PartOf', 'target': 'Cytosol'} | {'predicate': 'CapableOfPartOf', 'target': 'PositiveRegulationOfInflammatoryResponse'}
go	non-canonical inflammasome complex	A protein-containing complex found in the cytosol that is capable of positive regulation of the inflammatory response.	1323						ProteinContainingComplex	{'predicate': 'PartOf', 'target': 'Cytosol'} | {'predicate': 'CapableOfPartOf', 'target': 'PositiveRegulationOfInflammatoryResponse'}
go	non-canonical inflammasome complex assembly	The aggregation, arrangement and bonding together of a set of components to form a non-canonical inflammasome complex.	1324						ProteinContainingComplexAssembly	{'predicate': 'ResultsInAssemblyOf', 'target': 'NonCanonicalInflammasomeComplex'}
go	non-canonical inflammasome complex assembly	The aggregation, arrangement and bonding together of proteins to form a non-canonical inflammasome complex.	1328						ProteinContainingComplexAssembly	{'predicate': 'ResultsInAssemblyOf', 'target': 'NonCanonicalInflammasomeComplex'}
go	metabotropic glycine receptor activity	A G protein-coupled receptor that binds to glycine and transmits the signal across the membrane to initiate a change in cell activity.	1329						TransmembraneSignalingReceptorActivity | NeurotransmitterReceptorActivity	
go	metabotropic glycine receptor activity	Combining with glycine and transmitting the signal across the membrane by changing the activity of intracellular G protein signaling.	1330						TransmembraneSignalingReceptorActivity | NeurotransmitterReceptorActivity	
go	metabotropic glycine receptor activity	A type of protein residing in the cell membrane with the function of transmitting signals across the membrane and participating in neurotransmitter activity in the nervous system, contributing to nerve function and communication within the body.	1331						TransmembraneSignalingReceptorActivity | NeurotransmitterReceptorActivity	
go	metabotropic glycine receptor activity	Binding to a metabotropic glycine receptor.	1332						TransmembraneSignalingReceptorActivity | NeurotransmitterReceptorActivity	
go	metabotropic glycine receptor activity	Combining with glycine to initiate a change in cell activity.	1333						TransmembraneSignalingReceptorActivity | NeurotransmitterReceptorActivity	
go	metabotropic glycine receptor activity	The specific biochemical activity exhibited by a class of metabotropic receptors in response to the neurotransmitter glycine. It involves the initiation of intracellular signaling cascades upon binding of glycine to the receptor, leading to the modulation of various cellular processes and signaling pathways.	1334						TransmembraneSignalingReceptorActivity | NeurotransmitterReceptorActivity	
